,itc_id,rand_index,IoU
0,0.0,0.9827570715321176,0.7487216946676406
1,1.0,0.9855567807526451,0.840258541089566
2,2.0,0.9021853473734243,0.5486649440137812
3,3.0,0.8504105246954399,0.6632124352331606
4,4.0,0.4558444623903479,0.0
5,5.0,0.5322725729081983,0.21663778162911612
6,6.0,0.4728025457025035,0.1875
7,7.0,0.7726235147859826,0.4683673469387755
8,8.0,0.4879909592701683,0.1493212669683258
9,9.0,0.24974844201039786,0.148068669527897
10,10.0,0.8949646129285336,0.6009682961111978
11,11.0,0.7519230852759644,0.5329512893982808
12,12.0,0.9108813859496379,0.6088686753837408
13,13.0,0.9844968978596865,0.8525149190110827
14,14.0,0.26472940503438247,0.37532467532467534
15,0.0,0.37015250810155464,0.1944990176817289
16,1.0,0.49074091969064587,0.31918505942275044
17,2.0,0.46229387291109203,0.07955092221331195
18,3.0,0.46299272911690215,0.3823003090938669
19,0.0,0.7342855928549544,0.45942141198000985
20,1.0,0.9004361380984816,0.6038338658146964
21,2.0,0.8427880970735835,0.5201401050788091
22,3.0,0.9495125328052872,0.7098194627917217
23,4.0,0.6406977540057601,0.44871794871794873
24,5.0,0.0,0.0
25,6.0,0.7370331896147392,0.5643631436314364
26,7.0,0.533606459551667,0.16563819421890225
27,8.0,0.6237437648966754,0.3751810719459198
28,9.0,0.0,0.0
29,10.0,0.8307999437734112,0.5770598695909899
30,11.0,0.9690286475915131,0.7610768925094377
31,12.0,0.9813082970987647,0.7703071672354949
32,0.0,0.9555289761347562,0.7234401349072512
33,1.0,0.4331282684369098,0.23148148148148148
34,2.0,0.0,0.0
35,3.0,0.9220394867516783,0.5670103092783505
36,4.0,0.9037068231254444,0.5992797118847539
37,5.0,0.9989671661331396,0.9076487252124645
38,6.0,0.9742789558301509,0.7587369167997161
39,7.0,0.9339145146618371,0.6964688204357626
40,8.0,0.958639134973505,0.7627397260273973
41,9.0,0.982517237027992,0.7538716814159292
42,10.0,0.8049252774714544,0.6121739130434782
43,11.0,0.0,0.0
44,0.0,0.9194590302399311,0.6533226581265013
45,1.0,0.0,0.0
46,2.0,0.9924672981943058,0.8508224617129893
47,3.0,0.7069337092190039,0.3817889662560257
48,4.0,0.09340340794907366,0.12578394757240505
49,5.0,0.0,0.0
50,6.0,0.9556528372117994,0.5992317541613317
51,7.0,0.9903640256959315,0.8165680473372781
52,8.0,0.7692679531304382,0.4842105263157895
53,9.0,0.829120555968654,0.5337078651685393
54,10.0,0.9203808545897036,0.632183908045977
55,11.0,0.9859078383793279,0.7575560610984725
56,12.0,0.0,0.0
57,13.0,0.0,0.0
58,14.0,0.7282282368145662,0.3225806451612903
59,15.0,0.42310884443749475,0.0
60,16.0,0.8694851106211461,0.8301992702778558
61,17.0,0.0,0.0
62,18.0,0.7955762274669671,0.0
63,19.0,0.7852484905692458,0.626053143227479
64,20.0,0.7874312211317078,0.5079087108801266
65,21.0,0.0,0.36125211505922167
66,22.0,0.0,0.24647335423197492
67,0.0,0.9538065203873145,0.6697819314641744
68,1.0,0.0,0.0
69,2.0,0.0,0.0
70,3.0,0.9957354760682658,0.8621586475942783
71,4.0,0.5936823391997006,0.20906706631697264
72,5.0,0.8448442132583659,0.5899936400254399
73,6.0,0.5545286974686713,0.3454218650877564
74,7.0,0.9845516795628749,0.8057123599292274
75,8.0,0.3878480395840275,0.0
76,9.0,0.5636873035397021,0.2250351617440225
77,10.0,0.9715391067367882,0.7326007326007326
78,11.0,0.6138474756489409,0.403899721448468
79,12.0,0.6121038456789987,0.5141091658084449
80,13.0,0.0,0.0
81,14.0,0.0,0.0
82,15.0,0.0,0.0
83,0.0,0.9891488185943701,0.8506944444444444
84,1.0,0.3879461016944276,0.0050916496945010185
85,2.0,0.7034651884606712,0.3847583643122677
86,3.0,0.8231756140122618,0.454380390376759
87,4.0,0.5530340291231649,0.3332757279875572
88,5.0,0.9813873835270244,0.7553430821147357
89,6.0,0.9895833222287151,0.8508403361344538
90,7.0,0.4753189951749555,0.1313364055299539
91,8.0,0.6287490476870794,0.7058487330920176
92,9.0,0.9934720463940697,0.8486286137879911
93,10.0,0.715630774526438,0.3974111814927017
94,11.0,0.9617088387494147,0.7257294429708223
95,12.0,0.0,0.0
96,13.0,0.0,0.0
97,14.0,0.5376228178627884,0.4683815648445874
98,0.0,0.4483723823346465,0.0
99,1.0,0.5151242882813906,0.2323503127792672
100,2.0,0.6824244828315138,0.29860541427399506
101,3.0,0.0,0.0
102,4.0,0.0,0.06666666666666667
103,5.0,0.5887346958046605,0.5187074829931972
104,6.0,0.9850767886254187,0.8180468981893737
105,7.0,0.839725903364462,0.6392595781317262
106,8.0,0.5186149140601689,0.2857993450431676
107,9.0,0.8382506936081191,0.6648405161918676
108,10.0,0.966785859792507,0.702378914940955
109,11.0,0.978667890245749,0.7520143240823635
110,12.0,0.0,0.043010752688172046
111,13.0,0.0,0.0
112,14.0,0.659933251361321,0.40384615384615385
113,15.0,0.0,0.0
114,16.0,0.0,0.0
115,17.0,0.6922491946322411,0.4775055679287305
116,18.0,0.5362024796515085,0.2654600301659125
117,19.0,0.820481807979899,0.5096153846153846
118,20.0,0.0,0.0
119,21.0,0.9476048798235359,0.7215367796345463
120,22.0,0.6885460369368933,0.409688995215311
121,23.0,0.8006314680908325,0.5407705034270858
122,0.0,0.6566438320031953,0.32061068702290074
123,1.0,0.9453915816357055,0.6974664679582713
124,2.0,0.8742074237881496,0.6005221932114883
125,3.0,0.7747660732322061,0.3855822550831793
126,4.0,0.5439397416124427,0.3255
127,5.0,0.0,0.0
128,6.0,0.0,0.0
129,7.0,0.899508567787304,0.6573656634580236
130,8.0,0.634141705700056,0.2779021426287176
131,9.0,0.9847932389121645,0.8282208588957055
132,10.0,0.0,0.0
133,11.0,0.39170198065448725,0.0006899195093905711
